scenario_id,v0_kmh,ttc_s,hazard_distance_m,mu,branch,policy,authority_assumption,t1_s,t2_s,t3_s,a_pre_profile,a_drag_mps2,a_sup_mps2,a_max_capability_mps2,a_effective_mps2,t_required_min_s,t_required_max_s,recoverability_margin_best_s,recoverability_margin_worst_s,distance_margin_best_m,distance_margin_worst_m,classification,boundary_flag,classification_if_t1_high_4s,t1_high_4s_bound_method
v130_mu1.0_P0|AUTH_AT_EFFECTIVE_ttc7.0,130,7.0,252.78,1.0,P0|AUTH_AT_EFFECTIVE,P0,AT_EFFECTIVE,"[1.15, 3.0]","[0.05, 0.17]","[0.3, 1.2]",automation holds speed (net 0) until authority transfer at effective human braking; equals the legacy W0 pre-control behaviour,"[0.3098, 0.5897]",,"[6.43, 9.1]","[6.43, 9.1]",3.3886,6.6227,3.6114,0.3773,130.41,13.62,ROBUSTLY SATISFIED,False,PARAMETER-SENSITIVE,monotone_endpoint_bound
v130_mu1.0_P0|AUTH_AT_EFFECTIVE_ttc10.0,130,10.0,361.11,1.0,P0|AUTH_AT_EFFECTIVE,P0,AT_EFFECTIVE,"[1.15, 3.0]","[0.05, 0.17]","[0.3, 1.2]",automation holds speed (net 0) until authority transfer at effective human braking; equals the legacy W0 pre-control behaviour,"[0.3098, 0.5897]",,"[6.43, 9.1]","[6.43, 9.1]",3.3886,6.6227,6.6114,3.3773,238.75,121.96,ROBUSTLY SATISFIED,False,ROBUSTLY SATISFIED,monotone_endpoint_bound
v130_mu1.0_P0|AUTH_UNCERTAIN_ttc2.0,130,2.0,72.22,1.0,P0|AUTH_UNCERTAIN,P0,UNCERTAIN,"[1.15, 3.0]","[0.05, 0.17]","[0.3, 1.2]","automation holds speed until authority transfer at f*t1, f in [0, 1]; drag only afterwards","[0.3098, 0.5897]",,"[6.43, 9.1]","[6.43, 9.1]",3.3002,6.6227,-1.3002,-4.6227,-46.95,-166.93,ROBUSTLY UNSATISFIED,False,ROBUSTLY UNSATISFIED,monotone_endpoint_bound
v130_mu1.0_P0|AUTH_UNCERTAIN_ttc3.0,130,3.0,108.33,1.0,P0|AUTH_UNCERTAIN,P0,UNCERTAIN,"[1.15, 3.0]","[0.05, 0.17]","[0.3, 1.2]","automation holds speed until authority transfer at f*t1, f in [0, 1]; drag only afterwards","[0.3098, 0.5897]",,"[6.43, 9.1]","[6.43, 9.1]",3.3002,6.6227,-0.3002,-3.6227,-10.84,-130.82,ROBUSTLY UNSATISFIED,False,ROBUSTLY UNSATISFIED,monotone_endpoint_bound
v130_mu1.0_P0|AUTH_UNCERTAIN_ttc5.0,130,5.0,180.56,1.0,P0|AUTH_UNCERTAIN,P0,UNCERTAIN,"[1.15, 3.0]","[0.05, 0.17]","[0.3, 1.2]","automation holds speed until authority transfer at f*t1, f in [0, 1]; drag only afterwards","[0.3098, 0.5897]",,"[6.43, 9.1]","[6.43, 9.1]",3.3002,6.6227,1.6998,-1.6227,61.38,-58.6,PARAMETER-SENSITIVE,False,PARAMETER-SENSITIVE,monotone_endpoint_bound
v130_mu1.0_P0|AUTH_UNCERTAIN_ttc7.0,130,7.0,252.78,1.0,P0|AUTH_UNCERTAIN,P0,UNCERTAIN,"[1.15, 3.0]","[0.05, 0.17]","[0.3, 1.2]","automation holds speed until authority transfer at f*t1, f in [0, 1]; drag only afterwards","[0.3098, 0.5897]",,"[6.43, 9.1]","[6.43, 9.1]",3.3002,6.6227,3.6998,0.3773,133.6,13.62,ROBUSTLY SATISFIED,False,PARAMETER-SENSITIVE,monotone_endpoint_bound
v130_mu1.0_P0|AUTH_UNCERTAIN_ttc10.0,130,10.0,361.11,1.0,P0|AUTH_UNCERTAIN,P0,UNCERTAIN,"[1.15, 3.0]","[0.05, 0.17]","[0.3, 1.2]","automation holds speed until authority transfer at f*t1, f in [0, 1]; drag only afterwards","[0.3098, 0.5897]",,"[6.43, 9.1]","[6.43, 9.1]",3.3002,6.6227,6.6998,3.3773,241.94,121.96,ROBUSTLY SATISFIED,False,ROBUSTLY SATISFIED,monotone_endpoint_bound
v130_mu1.0_P1_ttc2.0,130,2.0,72.22,1.0,P1,P1,IRRELEVANT,"[1.15, 3.0]","[0.05, 0.17]","[0.3, 1.2]","automation ceases propulsion at TOR; drag only until effective braking. Authority timing has no longitudinal effect because both sides of it are drag. Lift-off regen / engine braking excluded, so this is the powertrain-conservative passive case","[0.3098, 0.5897]",,"[6.43, 9.1]","[6.43, 9.1]",3.3002,6.4216,-1.3002,-4.4216,-46.95,-159.67,ROBUSTLY UNSATISFIED,False,ROBUSTLY UNSATISFIED,monotone_endpoint_bound
v130_mu1.0_P1_ttc3.0,130,3.0,108.33,1.0,P1,P1,IRRELEVANT,"[1.15, 3.0]","[0.05, 0.17]","[0.3, 1.2]","automation ceases propulsion at TOR; drag only until effective braking. Authority timing has no longitudinal effect because both sides of it are drag. Lift-off regen / engine braking excluded, so this is the powertrain-conservative passive case","[0.3098, 0.5897]",,"[6.43, 9.1]","[6.43, 9.1]",3.3002,6.4216,-0.3002,-3.4216,-10.84,-123.56,ROBUSTLY UNSATISFIED,False,ROBUSTLY UNSATISFIED,monotone_endpoint_bound
v130_mu1.0_P1_ttc5.0,130,5.0,180.56,1.0,P1,P1,IRRELEVANT,"[1.15, 3.0]","[0.05, 0.17]","[0.3, 1.2]","automation ceases propulsion at TOR; drag only until effective braking. Authority timing has no longitudinal effect because both sides of it are drag. Lift-off regen / engine braking excluded, so this is the powertrain-conservative passive case","[0.3098, 0.5897]",,"[6.43, 9.1]","[6.43, 9.1]",3.3002,6.4216,1.6998,-1.4216,61.38,-51.34,PARAMETER-SENSITIVE,False,PARAMETER-SENSITIVE,monotone_endpoint_bound
v130_mu1.0_P1_ttc7.0,130,7.0,252.78,1.0,P1,P1,IRRELEVANT,"[1.15, 3.0]","[0.05, 0.17]","[0.3, 1.2]","automation ceases propulsion at TOR; drag only until effective braking. Authority timing has no longitudinal effect because both sides of it are drag. Lift-off regen / engine braking excluded, so this is the powertrain-conservative passive case","[0.3098, 0.5897]",,"[6.43, 9.1]","[6.43, 9.1]",3.3002,6.4216,3.6998,0.5784,133.6,20.89,ROBUSTLY SATISFIED,False,PARAMETER-SENSITIVE,monotone_endpoint_bound
v130_mu1.0_P1_ttc10.0,130,10.0,361.11,1.0,P1,P1,IRRELEVANT,"[1.15, 3.0]","[0.05, 0.17]","[0.3, 1.2]","automation ceases propulsion at TOR; drag only until effective braking. Authority timing has no longitudinal effect because both sides of it are drag. Lift-off regen / engine braking excluded, so this is the powertrain-conservative passive case","[0.3098, 0.5897]",,"[6.43, 9.1]","[6.43, 9.1]",3.3002,6.4216,6.6998,3.5784,241.94,129.22,ROBUSTLY SATISFIED,False,ROBUSTLY SATISFIED,monotone_endpoint_bound
v130_mu1.0_P2|AUTH_AT_EFFECTIVE_ttc2.0,130,2.0,72.22,1.0,P2|AUTH_AT_EFFECTIVE,P2,AT_EFFECTIVE,"[1.15, 3.0]","[0.05, 0.17]","[0.3, 1.2]",automation applies net deceleration a_sup until effective human braking,"[0.3098, 0.5897]","[1.0, 3.0]","[6.43, 9.1]","[6.43, 9.1]",2.9535,5.987,-0.9535,-3.987,-34.43,-143.97,ROBUSTLY UNSATISFIED,False,ROBUSTLY UNSATISFIED,monotone_endpoint_bound
v130_mu1.0_P2|AUTH_AT_EFFECTIVE_ttc3.0,130,3.0,108.33,1.0,P2|AUTH_AT_EFFECTIVE,P2,AT_EFFECTIVE,"[1.15, 3.0]","[0.05, 0.17]","[0.3, 1.2]",automation applies net deceleration a_sup until effective human braking,"[0.3098, 0.5897]","[1.0, 3.0]","[6.43, 9.1]","[6.43, 9.1]",2.9535,5.987,0.0465,-2.987,1.68,-107.86,PARAMETER-SENSITIVE,False,PARAMETER-SENSITIVE,monotone_endpoint_bound
v130_mu1.0_P2|AUTH_AT_EFFECTIVE_ttc5.0,130,5.0,180.56,1.0,P2|AUTH_AT_EFFECTIVE,P2,AT_EFFECTIVE,"[1.15, 3.0]","[0.05, 0.17]","[0.3, 1.2]",automation applies net deceleration a_sup until effective human braking,"[0.3098, 0.5897]","[1.0, 3.0]","[6.43, 9.1]","[6.43, 9.1]",2.9535,5.987,2.0465,-0.987,73.9,-35.64,PARAMETER-SENSITIVE,False,PARAMETER-SENSITIVE,monotone_endpoint_bound
v130_mu1.0_P2|AUTH_AT_EFFECTIVE_ttc7.0,130,7.0,252.78,1.0,P2|AUTH_AT_EFFECTIVE,P2,AT_EFFECTIVE,"[1.15, 3.0]","[0.05, 0.17]","[0.3, 1.2]",automation applies net deceleration a_sup until effective human braking,"[0.3098, 0.5897]","[1.0, 3.0]","[6.43, 9.1]","[6.43, 9.1]",2.9535,5.987,4.0465,1.013,146.12,36.58,ROBUSTLY SATISFIED,False,ROBUSTLY SATISFIED,monotone_endpoint_bound
v130_mu1.0_P2|AUTH_AT_EFFECTIVE_ttc10.0,130,10.0,361.11,1.0,P2|AUTH_AT_EFFECTIVE,P2,AT_EFFECTIVE,"[1.15, 3.0]","[0.05, 0.17]","[0.3, 1.2]",automation applies net deceleration a_sup until effective human braking,"[0.3098, 0.5897]","[1.0, 3.0]","[6.43, 9.1]","[6.43, 9.1]",2.9535,5.987,7.0465,4.013,254.46,144.92,ROBUSTLY SATISFIED,False,ROBUSTLY SATISFIED,monotone_endpoint_bound
v130_mu1.0_P2|AUTH_UNCERTAIN_ttc2.0,130,2.0,72.22,1.0,P2|AUTH_UNCERTAIN,P2,UNCERTAIN,"[1.15, 3.0]","[0.05, 0.17]","[0.3, 1.2]","automation applies a_sup until authority transfer at f*t1, then drag only","[0.3098, 0.5897]","[1.0, 3.0]","[6.43, 9.1]","[6.43, 9.1]",2.9535,6.4216,-0.9535,-4.4216,-34.43,-159.67,ROBUSTLY UNSATISFIED,False,ROBUSTLY UNSATISFIED,monotone_endpoint_bound
v130_mu1.0_P2|AUTH_UNCERTAIN_ttc3.0,130,3.0,108.33,1.0,P2|AUTH_UNCERTAIN,P2,UNCERTAIN,"[1.15, 3.0]","[0.05, 0.17]","[0.3, 1.2]","automation applies a_sup until authority transfer at f*t1, then drag only","[0.3098, 0.5897]","[1.0, 3.0]","[6.43, 9.1]","[6.43, 9.1]",2.9535,6.4216,0.0465,-3.4216,1.68,-123.56,PARAMETER-SENSITIVE,False,PARAMETER-SENSITIVE,monotone_endpoint_bound
v130_mu1.0_P2|AUTH_UNCERTAIN_ttc5.0,130,5.0,180.56,1.0,P2|AUTH_UNCERTAIN,P2,UNCERTAIN,"[1.15, 3.0]","[0.05, 0.17]","[0.3, 1.2]","automation applies a_sup until authority transfer at f*t1, then drag only","[0.3098, 0.5897]","[1.0, 3.0]","[6.43, 9.1]","[6.43, 9.1]",2.9535,6.4216,2.0465,-1.4216,73.9,-51.34,PARAMETER-SENSITIVE,False,PARAMETER-SENSITIVE,monotone_endpoint_bound
v130_mu1.0_P2|AUTH_UNCERTAIN_ttc7.0,130,7.0,252.78,1.0,P2|AUTH_UNCERTAIN,P2,UNCERTAIN,"[1.15, 3.0]","[0.05, 0.17]","[0.3, 1.2]","automation applies a_sup until authority transfer at f*t1, then drag only","[0.3098, 0.5897]","[1.0, 3.0]","[6.43, 9.1]","[6.43, 9.1]",2.9535,6.4216,4.0465,0.5784,146.12,20.89,ROBUSTLY SATISFIED,False,PARAMETER-SENSITIVE,monotone_endpoint_bound
v130_mu1.0_P2|AUTH_UNCERTAIN_ttc10.0,130,10.0,361.11,1.0,P2|AUTH_UNCERTAIN,P2,UNCERTAIN,"[1.15, 3.0]","[0.05, 0.17]","[0.3, 1.2]","automation applies a_sup until authority transfer at f*t1, then drag only","[0.3098, 0.5897]","[1.0, 3.0]","[6.43, 9.1]","[6.43, 9.1]",2.9535,6.4216,7.0465,3.5784,254.46,129.22,ROBUSTLY SATISFIED,False,ROBUSTLY SATISFIED,monotone_endpoint_bound
v130_mu0.5_P0|AUTH_AT_EFFECTIVE_ttc2.0,130,2.0,72.22,0.5,P0|AUTH_AT_EFFECTIVE,P0,AT_EFFECTIVE,"[1.15, 3.0]","[0.05, 0.17]","[0.3, 1.2]",automation holds speed (net 0) until authority transfer at effective human braking; equals the legacy W0 pre-control behaviour,"[0.3098, 0.5897]",,"[6.43, 9.1]","[4.905, 4.905]",5.0859,7.4983,-3.0859,-5.4983,-111.44,-198.55,ROBUSTLY UNSATISFIED,False,ROBUSTLY UNSATISFIED,monotone_endpoint_bound
v130_mu0.5_P0|AUTH_AT_EFFECTIVE_ttc3.0,130,3.0,108.33,0.5,P0|AUTH_AT_EFFECTIVE,P0,AT_EFFECTIVE,"[1.15, 3.0]","[0.05, 0.17]","[0.3, 1.2]",automation holds speed (net 0) until authority transfer at effective human braking; equals the legacy W0 pre-control behaviour,"[0.3098, 0.5897]",,"[6.43, 9.1]","[4.905, 4.905]",5.0859,7.4983,-2.0859,-4.4983,-75.33,-162.44,ROBUSTLY UNSATISFIED,False,ROBUSTLY UNSATISFIED,monotone_endpoint_bound
v130_mu0.5_P0|AUTH_AT_EFFECTIVE_ttc5.0,130,5.0,180.56,0.5,P0|AUTH_AT_EFFECTIVE,P0,AT_EFFECTIVE,"[1.15, 3.0]","[0.05, 0.17]","[0.3, 1.2]",automation holds speed (net 0) until authority transfer at effective human braking; equals the legacy W0 pre-control behaviour,"[0.3098, 0.5897]",,"[6.43, 9.1]","[4.905, 4.905]",5.0859,7.4983,-0.0859,-2.4983,-3.1,-90.22,ROBUSTLY UNSATISFIED,False,ROBUSTLY UNSATISFIED,monotone_endpoint_bound
v130_mu0.5_P0|AUTH_AT_EFFECTIVE_ttc7.0,130,7.0,252.78,0.5,P0|AUTH_AT_EFFECTIVE,P0,AT_EFFECTIVE,"[1.15, 3.0]","[0.05, 0.17]","[0.3, 1.2]",automation holds speed (net 0) until authority transfer at effective human braking; equals the legacy W0 pre-control behaviour,"[0.3098, 0.5897]",,"[6.43, 9.1]","[4.905, 4.905]",5.0859,7.4983,1.9141,-0.4983,69.12,-17.99,PARAMETER-SENSITIVE,False,PARAMETER-SENSITIVE,monotone_endpoint_bound
v130_mu0.5_P0|AUTH_AT_EFFECTIVE_ttc10.0,130,10.0,361.11,0.5,P0|AUTH_AT_EFFECTIVE,P0,AT_EFFECTIVE,"[1.15, 3.0]","[0.05, 0.17]","[0.3, 1.2]",automation holds speed (net 0) until authority transfer at effective human braking; equals the legacy W0 pre-control behaviour,"[0.3098, 0.5897]",,"[6.43, 9.1]","[4.905, 4.905]",5.0859,7.4983,4.9141,2.5017,177.45,90.34,ROBUSTLY SATISFIED,False,ROBUSTLY SATISFIED,monotone_endpoint_bound
v130_mu0.5_P0|AUTH_UNCERTAIN_ttc2.0,130,2.0,72.22,0.5,P0|AUTH_UNCERTAIN,P0,UNCERTAIN,"[1.15, 3.0]","[0.05, 0.17]","[0.3, 1.2]","automation holds speed until authority transfer at f*t1, f in [0, 1]; drag only afterwards","[0.3098, 0.5897]",,"[6.43, 9.1]","[4.905, 4.905]",4.9344,7.4983,-2.9344,-5.4983,-105.96,-198.55,ROBUSTLY UNSATISFIED,False,ROBUSTLY UNSATISFIED,monotone_endpoint_bound
v130_mu0.5_P0|AUTH_UNCERTAIN_ttc3.0,130,3.0,108.33,0.5,P0|AUTH_UNCERTAIN,P0,UNCERTAIN,"[1.15, 3.0]","[0.05, 0.17]","[0.3, 1.2]","automation holds speed until authority transfer at f*t1, f in [0, 1]; drag only afterwards","[0.3098, 0.5897]",,"[6.43, 9.1]","[4.905, 4.905]",4.9344,7.4983,-1.9344,-4.4983,-69.85,-162.44,ROBUSTLY UNSATISFIED,False,ROBUSTLY UNSATISFIED,monotone_endpoint_bound
v130_mu0.5_P0|AUTH_UNCERTAIN_ttc5.0,130,5.0,180.56,0.5,P0|AUTH_UNCERTAIN,P0,UNCERTAIN,"[1.15, 3.0]","[0.05, 0.17]","[0.3, 1.2]","automation holds speed until authority transfer at f*t1, f in [0, 1]; drag only afterwards","[0.3098, 0.5897]",,"[6.43, 9.1]","[4.905, 4.905]",4.9344,7.4983,0.0656,-2.4983,2.37,-90.22,PARAMETER-SENSITIVE,False,PARAMETER-SENSITIVE,monotone_endpoint_bound
v130_mu0.5_P0|AUTH_UNCERTAIN_ttc7.0,130,7.0,252.78,0.5,P0|AUTH_UNCERTAIN,P0,UNCERTAIN,"[1.15, 3.0]","[0.05, 0.17]","[0.3, 1.2]","automation holds speed until authority transfer at f*t1, f in [0, 1]; drag only afterwards","[0.3098, 0.5897]",,"[6.43, 9.1]","[4.905, 4.905]",4.9344,7.4983,2.0656,-0.4983,74.59,-17.99,PARAMETER-SENSITIVE,False,PARAMETER-SENSITIVE,monotone_endpoint_bound
v130_mu0.5_P0|AUTH_UNCERTAIN_ttc10.0,130,10.0,361.11,0.5,P0|AUTH_UNCERTAIN,P0,UNCERTAIN,"[1.15, 3.0]","[0.05, 0.17]","[0.3, 1.2]","automation holds speed until authority transfer at f*t1, f in [0, 1]; drag only afterwards","[0.3098, 0.5897]",,"[6.43, 9.1]","[4.905, 4.905]",4.9344,7.4983,5.0656,2.5017,182.92,90.34,ROBUSTLY SATISFIED,False,ROBUSTLY SATISFIED,monotone_endpoint_bound
v130_mu0.5_P1_ttc2.0,130,2.0,72.22,0.5,P1,P1,IRRELEVANT,"[1.15, 3.0]","[0.05, 0.17]","[0.3, 1.2]","automation ceases propulsion at TOR; drag only until effective braking. Authority timing has no longitudinal effect because both sides of it are drag. Lift-off regen / engine braking excluded, so this is the powertrain-conservative passive case","[0.3098, 0.5897]",,"[6.43, 9.1]","[4.905, 4.905]",4.9344,7.2528,-2.9344,-5.2528,-105.96,-189.69,ROBUSTLY UNSATISFIED,False,ROBUSTLY UNSATISFIED,monotone_endpoint_bound
v130_mu0.5_P1_ttc3.0,130,3.0,108.33,0.5,P1,P1,IRRELEVANT,"[1.15, 3.0]","[0.05, 0.17]","[0.3, 1.2]","automation ceases propulsion at TOR; drag only until effective braking. Authority timing has no longitudinal effect because both sides of it are drag. Lift-off regen / engine braking excluded, so this is the powertrain-conservative passive case","[0.3098, 0.5897]",,"[6.43, 9.1]","[4.905, 4.905]",4.9344,7.2528,-1.9344,-4.2528,-69.85,-153.57,ROBUSTLY UNSATISFIED,False,ROBUSTLY UNSATISFIED,monotone_endpoint_bound
v130_mu0.5_P1_ttc5.0,130,5.0,180.56,0.5,P1,P1,IRRELEVANT,"[1.15, 3.0]","[0.05, 0.17]","[0.3, 1.2]","automation ceases propulsion at TOR; drag only until effective braking. Authority timing has no longitudinal effect because both sides of it are drag. Lift-off regen / engine braking excluded, so this is the powertrain-conservative passive case","[0.3098, 0.5897]",,"[6.43, 9.1]","[4.905, 4.905]",4.9344,7.2528,0.0656,-2.2528,2.37,-81.35,PARAMETER-SENSITIVE,False,PARAMETER-SENSITIVE,monotone_endpoint_bound
v130_mu0.5_P1_ttc7.0,130,7.0,252.78,0.5,P1,P1,IRRELEVANT,"[1.15, 3.0]","[0.05, 0.17]","[0.3, 1.2]","automation ceases propulsion at TOR; drag only until effective braking. Authority timing has no longitudinal effect because both sides of it are drag. Lift-off regen / engine braking excluded, so this is the powertrain-conservative passive case","[0.3098, 0.5897]",,"[6.43, 9.1]","[4.905, 4.905]",4.9344,7.2528,2.0656,-0.2528,74.59,-9.13,PARAMETER-SENSITIVE,False,PARAMETER-SENSITIVE,monotone_endpoint_bound
v130_mu0.5_P1_ttc10.0,130,10.0,361.11,0.5,P1,P1,IRRELEVANT,"[1.15, 3.0]","[0.05, 0.17]","[0.3, 1.2]","automation ceases propulsion at TOR; drag only until effective braking. Authority timing has no longitudinal effect because both sides of it are drag. Lift-off regen / engine braking excluded, so this is the powertrain-conservative passive case","[0.3098, 0.5897]",,"[6.43, 9.1]","[4.905, 4.905]",4.9344,7.2528,5.0656,2.7472,182.92,99.2,ROBUSTLY SATISFIED,False,ROBUSTLY SATISFIED,monotone_endpoint_bound
v130_mu0.5_P2|AUTH_AT_EFFECTIVE_ttc2.0,130,2.0,72.22,0.5,P2|AUTH_AT_EFFECTIVE,P2,AT_EFFECTIVE,"[1.15, 3.0]","[0.05, 0.17]","[0.3, 1.2]",automation applies net deceleration a_sup until effective human braking,"[0.3098, 0.5897]","[1.0, 3.0]","[6.43, 9.1]","[4.905, 4.905]",4.3421,6.7235,-2.3421,-4.7235,-84.58,-170.57,ROBUSTLY UNSATISFIED,False,ROBUSTLY UNSATISFIED,monotone_endpoint_bound
v130_mu0.5_P2|AUTH_AT_EFFECTIVE_ttc3.0,130,3.0,108.33,0.5,P2|AUTH_AT_EFFECTIVE,P2,AT_EFFECTIVE,"[1.15, 3.0]","[0.05, 0.17]","[0.3, 1.2]",automation applies net deceleration a_sup until effective human braking,"[0.3098, 0.5897]","[1.0, 3.0]","[6.43, 9.1]","[4.905, 4.905]",4.3421,6.7235,-1.3421,-3.7235,-48.47,-134.46,ROBUSTLY UNSATISFIED,False,ROBUSTLY UNSATISFIED,monotone_endpoint_bound
v130_mu0.5_P2|AUTH_AT_EFFECTIVE_ttc5.0,130,5.0,180.56,0.5,P2|AUTH_AT_EFFECTIVE,P2,AT_EFFECTIVE,"[1.15, 3.0]","[0.05, 0.17]","[0.3, 1.2]",automation applies net deceleration a_sup until effective human braking,"[0.3098, 0.5897]","[1.0, 3.0]","[6.43, 9.1]","[4.905, 4.905]",4.3421,6.7235,0.6579,-1.7235,23.76,-62.24,PARAMETER-SENSITIVE,False,PARAMETER-SENSITIVE,monotone_endpoint_bound
v130_mu0.5_P2|AUTH_AT_EFFECTIVE_ttc7.0,130,7.0,252.78,0.5,P2|AUTH_AT_EFFECTIVE,P2,AT_EFFECTIVE,"[1.15, 3.0]","[0.05, 0.17]","[0.3, 1.2]",automation applies net deceleration a_sup until effective human braking,"[0.3098, 0.5897]","[1.0, 3.0]","[6.43, 9.1]","[4.905, 4.905]",4.3421,6.7235,2.6579,0.2765,95.98,9.99,ROBUSTLY SATISFIED,False,PARAMETER-SENSITIVE,monotone_endpoint_bound
v130_mu0.5_P2|AUTH_AT_EFFECTIVE_ttc10.0,130,10.0,361.11,0.5,P2|AUTH_AT_EFFECTIVE,P2,AT_EFFECTIVE,"[1.15, 3.0]","[0.05, 0.17]","[0.3, 1.2]",automation applies net deceleration a_sup until effective human braking,"[0.3098, 0.5897]","[1.0, 3.0]","[6.43, 9.1]","[4.905, 4.905]",4.3421,6.7235,5.6579,3.2765,204.31,118.32,ROBUSTLY SATISFIED,False,ROBUSTLY SATISFIED,monotone_endpoint_bound
v130_mu0.5_P2|AUTH_UNCERTAIN_ttc2.0,130,2.0,72.22,0.5,P2|AUTH_UNCERTAIN,P2,UNCERTAIN,"[1.15, 3.0]","[0.05, 0.17]","[0.3, 1.2]","automation applies a_sup until authority transfer at f*t1, then drag only","[0.3098, 0.5897]","[1.0, 3.0]","[6.43, 9.1]","[4.905, 4.905]",4.3421,7.2528,-2.3421,-5.2528,-84.58,-189.69,ROBUSTLY UNSATISFIED,False,ROBUSTLY UNSATISFIED,monotone_endpoint_bound
v130_mu0.5_P2|AUTH_UNCERTAIN_ttc3.0,130,3.0,108.33,0.5,P2|AUTH_UNCERTAIN,P2,UNCERTAIN,"[1.15, 3.0]","[0.05, 0.17]","[0.3, 1.2]","automation applies a_sup until authority transfer at f*t1, then drag only","[0.3098, 0.5897]","[1.0, 3.0]","[6.43, 9.1]","[4.905, 4.905]",4.3421,7.2528,-1.3421,-4.2528,-48.47,-153.57,ROBUSTLY UNSATISFIED,False,ROBUSTLY UNSATISFIED,monotone_endpoint_bound
v130_mu0.5_P2|AUTH_UNCERTAIN_ttc5.0,130,5.0,180.56,0.5,P2|AUTH_UNCERTAIN,P2,UNCERTAIN,"[1.15, 3.0]","[0.05, 0.17]","[0.3, 1.2]","automation applies a_sup until authority transfer at f*t1, then drag only","[0.3098, 0.5897]","[1.0, 3.0]","[6.43, 9.1]","[4.905, 4.905]",4.3421,7.2528,0.6579,-2.2528,23.76,-81.35,PARAMETER-SENSITIVE,False,PARAMETER-SENSITIVE,monotone_endpoint_bound
v130_mu0.5_P2|AUTH_UNCERTAIN_ttc7.0,130,7.0,252.78,0.5,P2|AUTH_UNCERTAIN,P2,UNCERTAIN,"[1.15, 3.0]","[0.05, 0.17]","[0.3, 1.2]","automation applies a_sup until authority transfer at f*t1, then drag only","[0.3098, 0.5897]","[1.0, 3.0]","[6.43, 9.1]","[4.905, 4.905]",4.3421,7.2528,2.6579,-0.2528,95.98,-9.13,PARAMETER-SENSITIVE,False,PARAMETER-SENSITIVE,monotone_endpoint_bound
v130_mu0.5_P2|AUTH_UNCERTAIN_ttc10.0,130,10.0,361.11,0.5,P2|AUTH_UNCERTAIN,P2,UNCERTAIN,"[1.15, 3.0]","[0.05, 0.17]","[0.3, 1.2]","automation applies a_sup until authority transfer at f*t1, then drag only","[0.3098, 0.5897]","[1.0, 3.0]","[6.43, 9.1]","[4.905, 4.905]",4.3421,7.2528,5.6579,2.7472,204.31,99.2,ROBUSTLY SATISFIED,False,ROBUSTLY SATISFIED,monotone_endpoint_bound
